Name,Description,Category,Price,Tags,Dietary_Info,Standard_Category
Desi Kitchen ka Chilli Chicken,Desi Kitchen ka Chilli Chicken is a delicious chicken dish priced at Rs 399.,,Rs 399,,Non-Vegetarian,Uncategorized
Drums of Heaven,Drums of Heaven is a  item priced at Rs 299.,,Rs 299,,Unknown,Uncategorized
Egg Fried Rice,Egg Fried Rice is a  item priced at Rs 249.,,Rs 249,,Non-Vegetarian,Uncategorized
Extra Butter Pav [large 2 pc],Extra Butter Pav [large 2 pc] is a  item priced at Rs 69.,,Rs 69,,Unknown,Uncategorized
Extra Butter Pav [mini 4 pc],Extra Butter Pav [mini 4 pc] is a  item priced at Rs 69.,,Rs 69,,Unknown,Uncategorized
Fish Tikka,Fish Tikka is a  item priced at Rs 499.,,Rs 499,,Non-Vegetarian,Uncategorized
Freshly Baked Masala Kulcha,Freshly Baked Masala Kulcha is a  item priced at Rs 99.,,Rs 99,,Unknown,Uncategorized
Freshly Baked Pav,Freshly Baked Pav is a  item priced at Rs 99.,,Rs 99,,Unknown,Uncategorized
Fried Rice,Fried Rice is a  item priced at Rs 229.,,Rs 229,,Unknown,Uncategorized
Galouti Kebab,Galouti Kebab is a  item priced at Rs 449.,,Rs 449,NEW,Unknown,Uncategorized
Galouti Pav,Galouti Pav is a  item priced at Rs 229.,,Rs 229,,Unknown,Uncategorized
Garlic & Red Chilli Naan,Garlic & Red Chilli Naan is a  item priced at Rs 99.,,Rs 99,,Unknown,Uncategorized
Garlic Bread Plain,Garlic Bread Plain is a  item priced at Rs 99.,,Rs 99,,Unknown,Uncategorized
Garlic Bread [cheese & paneer tikka],Garlic Bread [cheese & paneer tikka] is a classic Indian vegetarian dish priced at Rs 249.,,Rs 249,,Vegetarian,Uncategorized
"Garlic Bread with Cheese, Onion & Capsicum","Garlic Bread with Cheese, Onion & Capsicum is a  item priced at Rs 249.",,Rs 249,,Vegetarian,Uncategorized
Garlic Bread with cheese & mushroom,Garlic Bread with cheese & mushroom is a  item priced at Rs 249.,,Rs 249,,Vegetarian,Uncategorized
"Garlic Bread with cheese, corn & capsicum","Garlic Bread with cheese, corn & capsicum is a  item priced at Rs 249.",,Rs 249,,Vegetarian,Uncategorized
Garlic Naan,Garlic Naan is a  item priced at Rs 99.,,Rs 99,,Unknown,Uncategorized
Ghar Jaise Dal Chawal,Ghar Jaise Dal Chawal is a  item priced at Rs 229.,,Rs 229,,Vegetarian,Uncategorized
Gk wale Tandoori Momo [chicken],Gk wale Tandoori Momo [chicken] is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Gk wale Tandoori Momo [veg],Gk wale Tandoori Momo [veg] is a  item priced at Rs 249.,,Rs 249,,Vegetarian,Uncategorized
Green Chilli Roti,Green Chilli Roti is a  item priced at Rs 49.,,Rs 49,,Unknown,Uncategorized
Green Salad,Green Salad is a  item priced at Rs 100.,,Rs 100,,Unknown,Uncategorized
Gulab Jamun,Gulab Jamun is a  item priced at Rs 169.,,Rs 169,,Unknown,Uncategorized
Hakka Noodles Veg,Hakka Noodles Veg is a  item priced at Rs 249.,,Rs 249,,Vegetarian,Uncategorized
Hari Mirch Achaar [15gm],Hari Mirch Achaar [15gm] is a  item priced at Rs 10.,,Rs 10,,Unknown,Uncategorized
High Tea Party Box [4 boxes],High Tea Party Box [4 boxes] is a  item priced at Rs 529.,,Rs 529,,Unknown,Uncategorized
Honey Chilli Potatoes,Honey Chilli Potatoes is a  item priced at Rs 299.,,Rs 299,,Unknown,Uncategorized
Hot Pot with Cashews & Veg / Chicken,Hot Pot with Cashews & Veg / Chicken is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Jasmine Rice,Jasmine Rice is a  item priced at Rs 199.,,Rs 199,,Unknown,Uncategorized
Jeera Rice,Jeera Rice is a  item priced at Rs 199.,,Rs 199,,Unknown,Uncategorized
Kachumber Salad,Kachumber Salad is a  item priced at Rs 100.,,Rs 100,,Unknown,Uncategorized
Kadhai Mix Veg,Kadhai Mix Veg is a  item priced at Rs 349.,,Rs 349,,Vegetarian,Uncategorized
Kadhi Chawal for Two [special offer],Kadhi Chawal for Two [special offer] is a  item priced at Rs 379.,,Rs 379,,Unknown,Uncategorized
Kakori Kebab,Kakori Kebab is a  item priced at Rs 449.,,Rs 449,,Unknown,Uncategorized
Kebab Party Box [Non-Veg],Kebab Party Box [Non-Veg] is a  item priced at Rs 1299.,,Rs 1299,,Vegetarian,Uncategorized
Kebab Party Box [Veg],Kebab Party Box [Veg] is a  item priced at Rs 999.,,Rs 999,,Vegetarian,Uncategorized
Keema Macaroni,Keema Macaroni is a  item priced at Rs 429.,,Rs 429,,Unknown,Uncategorized
Kulche Chholey,Kulche Chholey is a  item priced at Rs 199.,,Rs 199,,Unknown,Uncategorized
Kung Pao,Kung Pao is a  item priced at Rs 299.,,Rs 299,,Unknown,Uncategorized
Kurkure Chicken Momos,Kurkure Chicken Momos is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Kurkure Veg Momos,Kurkure Veg Momos is a  item priced at Rs 249.,,Rs 249,,Vegetarian,Uncategorized
Lachha Parantha,Lachha Parantha is a  item priced at Rs 79.,,Rs 79,,Unknown,Uncategorized
