Name,Description,Category,Price,Tags,Dietary_Info,Standard_Category
Prawns Rendang Bali Indonaise a Balines Rendang Curry Pot,Prawns Rendang Bali Indonaise a Balines Rendang Curry Pot is a  item priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Prawns The Classic Curry Pot,Prawns The Classic Curry Pot is a  item priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Prawns and Chive Wonton,Prawns and Chive Wonton is a  item priced at Rs 725.,,Rs 725,,Non-Vegetarian,Uncategorized
Quattro Formaggi Pizza [12 inches],Quattro Formaggi Pizza [12 inches] is a  item priced at Rs 865.,,Rs 865,,Unknown,Uncategorized
Quinoa and Burrata Salad,Quinoa and Burrata Salad is a  item priced at Rs 535.,,Rs 535,,Unknown,Uncategorized
Rendang Bali Indonaise a Balines Rendang Curry Pot,Rendang Bali Indonaise a Balines Rendang Curry Pot is a  item priced at Rs 595.,,Rs 595,,Unknown,Uncategorized
Roasted Chicken and Pomodoro Risotto Pasta,Roasted Chicken and Pomodoro Risotto Pasta is a delicious chicken dish priced at Rs 695.,,Rs 695,,Non-Vegetarian,Uncategorized
Roasted Pot Vegetable Risotto Pasta,Roasted Pot Vegetable Risotto Pasta is a  item priced at Rs 625.,,Rs 625,,Vegetarian,Uncategorized
Salmon Creamy Cheesy Sushi [8 Pieces],Salmon Creamy Cheesy Sushi [8 Pieces] is a  item priced at Rs 1025.,,Rs 1025,,Unknown,Uncategorized
Seasonal Grilled Veg,Seasonal Grilled Veg is a  item priced at Rs 225.,,Rs 225,,Vegetarian,Uncategorized
Shake Shake Sesame Raw Honey Citrus Chicken,Shake Shake Sesame Raw Honey Citrus Chicken is a delicious chicken dish priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Shredded Lamb Sliced Sichuan Chilli Oil,Shredded Lamb Sliced Sichuan Chilli Oil is a  item priced at Rs 795.,,Rs 795,,Non-Vegetarian,Uncategorized
Sichuan Style Manchow Soup,Sichuan Style Manchow Soup is a  item priced at Rs 475.,,Rs 475,,Unknown,Uncategorized
Siciliana Egg Plant and Tomato Pizza [12 inches],Siciliana Egg Plant and Tomato Pizza [12 inches] is a  item priced at Rs 795.,,Rs 795,,Non-Vegetarian,Uncategorized
Simply Chicken Pizza [12 inches],Simply Chicken Pizza [12 inches] is a delicious chicken dish priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Sliced Fish Mangolian Curry,Sliced Fish Mangolian Curry is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Sliced Fish Messaman Curry,Sliced Fish Messaman Curry is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Sliced Fish Rendang Bali Indonaise a Balines Rendang Curry Pot,Sliced Fish Rendang Bali Indonaise a Balines Rendang Curry Pot is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Sliced Fish The Classic Curry Pot,Sliced Fish The Classic Curry Pot is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Smashed Avocado and Sour Dough Toast,Smashed Avocado and Sour Dough Toast is a  item priced at Rs 565.,,Rs 565,,Unknown,Uncategorized
Smoked Mushroom Galauti,Smoked Mushroom Galauti is a  item priced at Rs 495.,,Rs 495,,Vegetarian,Uncategorized
Smoked Mutton Galauti,Smoked Mutton Galauti is a  item priced at Rs 695.,,Rs 695,,Non-Vegetarian,Uncategorized
Smoked Paneer Makhan Marka,Smoked Paneer Makhan Marka is a classic Indian vegetarian dish priced at Rs 695.,,Rs 695,,Vegetarian,Uncategorized
Smoked Salmon and Avocado Salad,Smoked Salmon and Avocado Salad is a  item priced at Rs 1295.,,Rs 1295,BESTSELLER,Unknown,Uncategorized
Smoked Truffle Malai Tandoori Chicken Skewer,Smoked Truffle Malai Tandoori Chicken Skewer is a delicious chicken dish priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Som Tum Salad,Som Tum Salad is a  item priced at Rs 495.,,Rs 495,SPICY,Unknown,Uncategorized
Southern California Sushi [8 Pieces],Southern California Sushi [8 Pieces] is a  item priced at Rs 895.,,Rs 895,,Unknown,Uncategorized
Spaghetti Aglio Olio Pasta,Spaghetti Aglio Olio Pasta is a  item priced at Rs 625.,,Rs 625,,Unknown,Uncategorized
Spicy Scallion Sichuan Prawns,Spicy Scallion Sichuan Prawns is a  item priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Spicy Vegetable Bao,Spicy Vegetable Bao is a  item priced at Rs 495.,,Rs 495,,Vegetarian,Uncategorized
